,Date,Location,Operator,Route,Type,Total_Aboard,Passengers_Aboard,Crew_Aboard,Total_Fatalities,Passengers_Fatalities,Crew_Fatalities,Ground,Summary,Year
13,1920-03-30,"Newark, New Jersey",US Aerial Mail Service,Washington - Newark,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,George Sherlock was killed when his mail plane crashed into a chimney while attempting to land at Heller Field in poor visibility.,1920
14,1920-10-04,"Newark, New Jersey",US Aerial Mail Service,Unknown,Curtiss R-4LM,2.0,1.0,1.0,1.0,0.0,1.0,0.0,After a fire erupted in flight the pilot decided to make an emergency landing but the aircraft crashed.,1920
15,1920-11-04,"Heller Field, New Jersey",US Aerial Mail Service,Unknown,Curtiss JN-4H,2.0,1.0,1.0,1.0,0.0,1.0,0.0,The aircraft crashed while on approach for unknown reasons.,1920
16,1920-12-05,"Oskaloosa, Iowa",US Aerial Mail Service,Unknown,De Havilland DH-4,2.0,1.0,1.0,1.0,1.0,0.0,0.0,"In worsening weather conditions, the pilot lost his sense of orientation and crashed in a field.",1920
17,1920-06-06,"Cleveland, Ohio",US Aerial Mail Service,Unknown,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,The aircraft suffered engine failure and crashed shortly after taking off.,1920
18,1920-07-20,"Cartagena, Columbia",Compañia Colombiana de Navegación Aérea,Unknown,Farman F-40,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Crashed while taking off after engine failure. Engine failure due to fuel exhaustion.,1920
19,1920-08-16,"Bedford, England",By Air,Unknown,Armstrong-Whitworth F-K-8,1.0,0.0,1.0,1.0,0.0,1.0,0.0,The plane crashed during a cargo flight under unknown circumstances.,1920
20,1920-08-16,"College Park, Maryland",US Aerial Mail Service,Unknown,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"While approaching in poor visibility to land, the plane hit a radio mast and crashed in flames.",1920
21,1920-01-09,"Morristown, New Jersey",US Aerial Mail Service,Unknown,Junkers JL-6,2.0,0.0,2.0,2.0,0.0,2.0,0.0,"While en route, the mail plane went out of control and crashed after experiencing an in flight fire.",1920
22,1920-09-15,"Pemberville, Ohio",US Aerial Mail Service,Unknown,Junkers F-13,2.0,0.0,0.0,2.0,0.0,0.0,0.0,The pilot crashed after attempting to make an emergency landing after the engine caught fire.,1920
23,1920-09-27,"Hillersburg, Pennsylvania",US Aerial Mail Service,Unknown,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,The plane struck power lines and crashed in flames after flying at a low altitude in poor visibility.,1920
24,1920-02-10,"Off Port Vendres, France",Latecoere Airlines,Unknown,Salmson 2-A-2,2.0,1.0,1.0,2.0,1.0,1.0,0.0,Crashed into the Mediterranean while on a mail flight.,1920
25,1920-05-10,"Valencia, Spain",Latecoere Airlines,Unknown,Breguet 14,2.0,1.0,1.0,2.0,1.0,1.0,0.0,While on a mail flight the plane crashed while attempting to land.,1920
26,1920-10-15,"Batavia, Illinois",US Aerial Mail Service,Unknown,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,While attempting to land in fog the aircraft hit an obstruction and crashed.,1920
27,1920-07-11,"Tie Siding, Wyoming",US Aerial Mail Service,Unknown,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,The aircraft crashed into a mountain in poor weather condtions.,1920
28,1920-12-14,"London, England",Handley Page Transport,London - Paris,Handley Page HP-16,8.0,6.0,2.0,4.0,2.0,2.0,0.0,The plane failed to gain altitude after taking off from Criclklewood and crashed into a tree and a house. Pilot error in taking off towards a hill in unfavorable wind conditions and fog.The first commercial air disaster to result in passenger fatalities during a regularly scheduled service..,1920
29,1920-12-24,"Barcelona, Spain",Aeropostale,Unknown,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,The aircraft stalled and crashed when an engine failed.,1920
30,1921-03-02,"Mendotta, Minnisota",US Aerial Mail Service,Unknown,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Shortly after takeoff from Minneapolis-World Chamberlain Field the engine failed. The aircraft lost altitude and crashed  in a field.,1921
31,1921-09-02,"La Crosse, Wisconsin",US Aerial Mail Service,Unknown,Junkers F-13,3.0,0.0,3.0,3.0,0.0,3.0,0.0,Crashed for unknown reasons. Both pilots and the mechanic were killed.,1921
32,1921-02-15,Off Gibraltar,Aeropostale,Unknown,Breguet 14,2.0,0.0,2.0,2.0,0.0,2.0,0.0,The mail fligh encountered poor weather conditions and crashed into the ocean while on approach to Gibraltar. The bodies of the crew were never recovered.,1921
33,1921-02-22,"Elko, Nevada",US Aerial Mail Service,Unknown,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"Shortly after taking off, the aircraft stalled and crashed .",1921
34,1921-04-21,"Mitchel Field, NY",US Aerial Mail Service,Unknown,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,After taking off the aircraft stalled and crashed.,1921
35,1921-04-29,"Cleveland, Ohio",US Aerial Mail Service,Unknown,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"The aircraft crashed in a field, short of the runway, a few minutes before its scheduled arrival in Cleveland. The weather was poor with fog.",1921
37,1921-08-14,"Toulouse, France",Aeropostale,Unknown,Breguet 14,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Unknown,1921
38,1921-06-09,"Paris, France",Franco-Roumaine,Warsaw - Prague - Strasbourg - Paris,Potez IX,5.0,4.0,1.0,5.0,4.0,1.0,0.0,Crashed while making an approach to Le Bourget Airport in Paris. Pilot aborted the landing due to another aircraft on the runway.,1921
39,1921-05-12,"Near Murchinson River, Australia",West Australian Airways,Geraldton - Derby,Bristol 28 Tourer,2.0,0.0,2.0,2.0,0.0,2.0,0.0,On approach to Geraldton the plane crashed near the Murchinson River. Considered the first commercial flight in Australila.,1921
40,1922-01-14,"Paris, France",Handley Page Transport,Unknown,Handley Page O/10,5.0,4.0,1.0,5.0,4.0,1.0,5.0,Crashed at Le Bourget field.,1922
41,1922-03-22,North Atlantic Ocean,Aero Limited,Miami - Bimini,Aeromarine Model 85 (flying boat),6.0,5.0,1.0,5.0,5.0,0.0,0.0,"The plane ditched into the ocean about 40 miles East of Florida after a propeller blade broke. Only the pilot survived, being picked up over 2 days later. The flying boat was named Miss Miami.",1922
42,1922-07-04,"Grandvilliers, France",Daimler Airways / Grands Express Aeriens,Croydon - Le Bourget,de Havilland DH-18 / Farman F-60 Goliath,7.0,5.0,2.0,7.0,5.0,2.0,0.0,"A midair collision occurred at 400 ft. in poor visibility approximately 18 miles north of Beauvais, France. The pilots of both planes were using the road as a route marker in bad weather and poor visibility. This was the  first commercial midair collision in aviation history. Two killed on the de Havilland, five on the Faman F-60.",1922
43,1922-08-04,"Pao Ting Fou, China",Unknown,Test,Unknown,17.0,0.0,17.0,17.0,0.0,17.0,0.0,Aboard were all workers taking part in a flight test. All seventeen aboard were Chinese nationals.,1922
44,1922-03-06,"Off Folkestone, Kent, England",Cie des Messageries Aeriennes,Croydon - Paris,Bleriot Spad 27,3.0,2.0,1.0,3.0,2.0,1.0,0.0,Went down into the English Channel while en route.,1922
45,1922-04-07,"Fuhlsbuttel, Germany",Unknown,Hamburg - Berlin,LVG C VI,3.0,2.0,1.0,2.0,1.0,1.0,0.0,"The passenger/mail plane lost it's engine while taking off and crashed into trees. Actress Fern Andra survived the accident but her director, Georg Bluen did not. The pilot, Lothar von Richthofen, was also killed. He was a World War I ace and brother of Manfred von Richthofen (The Red Baron).",1922
46,1922-07-16,"Near Saverne, Lorraine, France",Compagnie Franco-Roumaine de Navigaation Aerienne,Strasbourg - Paris,Potez 29,5.0,4.0,1.0,5.0,4.0,1.0,0.0,Lost an engine and could not make an emergency landing because of gusty winds. Stalled while making a turn and crashed.,1922
47,1922-07-26,"Cadix, Spain",Grands Express Aeriens,Unknown,Breguet 14,3.0,2.0,1.0,3.0,2.0,1.0,0.0,"While attempting to make an emergency landing due to engine problems, the aircraft hit telephone lines and crashed.",1922
48,1922-07-09,"Indianapolis, Indiana",US Aerial Mail Service,Unknown,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,The plane stalled shortly after takeoff and crashed.,1922
49,1922-02-10,"Venice, Italy",de Havilland Air Service,Venice - London,de Havilland DH-9,4.0,3.0,1.0,4.0,3.0,1.0,0.0,Shortly after taking off the plane crashed into the sea and sank.,1922
50,1922-10-25,"Larache, Morocco",Grands Express Aeriens,Unknown,Breguet 14,2.0,1.0,1.0,2.0,1.0,1.0,0.0,Crashed under unknown circumstances.,1922
51,1922-03-12,"Fez, Morocco",Grands Express Aeriens,Toulouse - Barcelona - Valencia - Alicante - Malaga - Rabat,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,While flying in foggy conditions the pilot reduced altitude and crashed into a hill.,1922
52,1923-10-01,"Ajaccio, France",Amee de l'Air,Unknown,Lioré-et-Olivier H-13,4.0,2.0,2.0,3.0,1.0,2.0,0.0,The plane crashed mid-air due to a structural failure of the tail.,1923
53,1923-01-17,"Barcelona, Spain",Grands Express Aeriens,Unknown,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed into a mountain during a snowstorm.,1923
54,1923-01-18,"Cheyenne, Wyoming",US Aerial Mail Service,Unknown,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed during a mail flight.,1923
55,1923-02-26,"Meadville, Pennsylvania",US Aerial Mail Service,Unknown,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,The pilot lost control of the aircraft  while on approach in poor weather conditions.,1923
56,1923-05-14,"Near Amiens, Picrdie, France",Grands Express Aeriens (Air Union),Paris - London,Farman F-60 Goliath,6.0,4.0,2.0,6.0,4.0,2.0,0.0,"Broke-up in mid air after suffering structural failure at 3,000 ft. after a onboard fire weakened the plane's structure losing a wing. Possibly started by a passenger discarding a match after lighting a cigarette.",1923
57,1923-08-27,"East Mallling, United Kingdom",Air Union,Paris - Berck-sur-Mer - Croydon,Farman F.60 Goliath,11.0,9.0,2.0,1.0,1.0,0.0,0.0,"The aircraft lost an engine about 45 minutes into the flight. As the plane was incapable of maintaining level flight with only one engine operating, the pilot decided to make an emergency landing. He asked the mechanic to ask two passengers to move towards the rear of the aircraft. This instruction was apparently misunderstood by the passengers, as four of them moved towards the rear of the aircraft. This affected the center of gravity of the aircraft, which then entered into a spin and crashed.",1923
58,1923-08-27,"Bucharest, Romania",Campagnie France Roumaine,Unknown,Blériot Spad 46,2.0,1.0,1.0,2.0,1.0,1.0,0.0,Crashed while on approach to Bucharesst.,1923
59,1923-07-09,"Colton, Ohio",US Aerial Mail Service,Unknown,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed during an emergency landing attempt.,1923
60,1923-09-14,"Near Ivinghoe, Buckinghamshire, England",Daimler Airways,Croydon - Manchester,de Havilland DH-34,5.0,3.0,2.0,5.0,3.0,2.0,0.0,Crashed while attempting a forced landing after encountering heavy rain.,1923
61,1923-11-18,Russia,CCCP,Unknown,Junkers F-13,5.0,2.0,3.0,3.0,1.0,2.0,0.0,Crashed during a training flight.,1923
62,1923-06-12,"Castalia, Ohio",US Aerial Mail Service,Unknown,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed under unknown circumstances.,1923
63,1923-12-24,"Egbert, WY",US Aerial Mail Service,Unknown,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed into a montain in poor weather conditions.,1923
64,1924-07-03,"Grampian, Pennsylvania",US Aerial Mail Service,Unknown,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed during a snowstorm.,1924
65,1924-04-24,Over the English Channel,KLM Royal Dutch Airlines,"Lympne, England - Rotterdam, The Netherlands",Fokker F.III,3.0,2.0,1.0,3.0,2.0,1.0,0.0,The aircraft disappeared over the North Sea. The plane and passengers were never found.,1924
66,1924-08-06,"Barranquilla, Colombia",SCADTA,Barranquilla - Bogota,Junkers F-13,5.0,3.0,2.0,5.0,3.0,2.0,0.0,Stalled after taking off and crashed into houses..,1924
67,1924-01-08,United States,US Aerial Mail Service,Unknown,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"The pliot made a low pass in honor of another pilot who had died, stalled and cashed.",1924
68,1924-06-11,"Cabrerolles, France",Grands Express Aeriens,Unknown,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"While en route the pilot encountered thunderstorms, lost control and crashed.",1924
69,1924-12-21,"Goshen, Indiana",US Aerial Mail Service,Unknown,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"Lost in a snowstorm, the pilot decided to bail out of the plane but was killed.",1924
70,1924-12-24,"Purley, England",Imperial Airways,London - Paris,de Havilland DH-34B,8.0,7.0,1.0,8.0,7.0,1.0,0.0,"Shortly after taking off, witnesses observed a puff of white smoke after which the plane nose-dived into the ground. Crashed due to an unknown mechanical failure and subsiquent stall. Captain Stewart and seven passengers were killed in an attempted forced landing.",1924
71,1925-03-22,"Near Tiflis, Georgia, USSR",Zakavia,Tiflis - Suchumi,Junkers F-13,5.0,3.0,2.0,5.0,3.0,2.0,0.0,Shortly after take off the plane went out of control and crashed in flames.,1925
72,1925-04-25,"Alicante, Spain",Grands Express Aeriens,Alicante - Barcelona - Toulouse,Breguet 14,3.0,1.0,2.0,3.0,1.0,2.0,0.0,"Shortly after takeoff, while flying at a low altitude, in poor visibility, the, aircraft hit a lightning rod, stalled and crashed.",1925
73,1925-06-25,"Landrécies, France",KLM Royal Dutch Airlines,Amsterdam - Paris,Fokker (KLM)  F.III,4.0,3.0,1.0,4.0,3.0,1.0,0.0,"While in a turn in bad weather, the right wing struck trees and the plane crashed. Failure of an aileron in flight.",1925
74,1925-06-26,"Alicante, Spain",Grands Express Aeriens,Oran - Alicante,Lioré-et-Olivier LeO H-13,2.0,0.0,2.0,2.0,0.0,2.0,0.0,While attempting to land the seaplane hit a lightning mast and crashed.,1925
75,1925-07-20,"Rosas, Spain",Lignes Aeriennes Latecoere,Toulouse - Barcelona,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed in unknown circumstance.,1925
76,1925-07-24,"Budapest, Hungary",CIDNA,Unknown,Potez IX,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed while attempting to land 10 km from the airport,1925
77,1925-01-10,"Mt. Nittany, Ohio",US Aerial Mail Service,New York - San Francisco,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed into a wooded area on Mt. Nittany in fog and low visibility.,1925
78,1925-11-14,"Nouadhibou, Mauritania",Lignes Aeriennes Latecoere,Unknown,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,The pilot suffered sunstroke lost control of the plane and crashed.,1925
79,1925-11-14,"Off Boulogne-sur-Mer, France",Air Union,Unknown,Farman F-60 Goliath,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Unknown,1925
80,1926-12-02,"Montpelier, Ohio",US Aerial Mail Service,Unknown,Curtiss Carrier Pigeon,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"While the mail plane was flying at a low altitude, the  aircraft hit trees and crashed in a wooded area.",1926
81,1926-08-03,"Staaken, Germany",Deutche Lufthansa,Unknown,Junkers F-13,1.0,0.0,1.0,1.0,0.0,1.0,0.0,While in a training filight the aircraft stalled and crashed while attempting to land.,1926
82,1926-05-31,English Channel,Air Union,Paris - Cryodon,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,The mail plane crashed into the English Channel and was never found.,1926
83,1926-03-07,"Rossaugpt, Czechoslovakia",Compagnie Internationale de Navigation Aérienne,Paris - Prague - Budapest,Caudron C-61,6.0,4.0,2.0,6.0,4.0,2.0,0.0,Crashed while en route into a mountain in adverse weather conditions. The pilot was flying at too low of an altitude.,1926
84,1926-09-07,"Wolvertem, Belgium",KLM Royal Dutch Airlines,Amsterdam - Rotterdam - Brussels - Paris,Fokker F7,2.0,1.0,1.0,2.0,1.0,1.0,0.0,Crashed into the ground while descending in poor weather.,1926
85,1926-07-24,"Juist, Germany",Deutsche Lufthansa,Unknown,Junkers F-13,5.0,4.0,1.0,5.0,4.0,1.0,0.0,Crashed under weather related.circumstances.,1926
86,1926-08-18,"Hurst, Kent, England",Air Union,"Lebourget, France - Croydon, England",Bleriot 155,15.0,13.0,2.0,3.0,2.0,1.0,0.0,The plane made a forced landing at Romney Marsh  in heavy fog.  Engine failure. The pilot initally survived but died a day later.,1926
87,1926-09-26,"New York, New York",Unknown,New York - Paris,Sikorsky S-25,5.0,4.0,1.0,2.0,2.0,0.0,0.0,Too much weight caused the landing gear to collapse as the plane took off for Paris on the first trans-Atlantic passenger flight.,1926
88,1926-02-10,"Leigh, Kent, Unied Kingdom",Air Union,Paris - London,Bleriot 155,7.0,5.0,2.0,7.0,5.0,2.0,0.0,"After an engine fire, the pilot attempts to make an emergency landing at Penshurst Airfield but crashed..",1926
89,1926-08-10,"Bueren, Germany",Deutsche Lufthansa,Unknown,Fokker FG III,4.0,3.0,1.0,4.0,3.0,1.0,0.0,Weather related.,1926
90,1926-10-21,English Channel,Imperial Airways,Croydon - Paris,Handley Page W-10,12.0,10.0,2.0,0.0,0.0,0.0,0.0,"The plane was on a flight from London to Paris when power was lost to the starboard engine. The aircraft began to lose altitude until it eventually ditched into the sea about 18 miles from the English coast. The plane stayed afloat long enough for the fishing boat Invicta, piloted by Captain Marshall, to rescue all aboard. The plane was named Prince Henry.",1926
91,1926-11-11,"Cape Bojador, Morocco",Grands Express Aeriens,Casablanca -Dakar,Breguet 14,3.0,3.0,0.0,3.0,3.0,0.0,0.0,"While en route and cruising along the shore, the mail plane's engine failed. The crew made an emergency landing on a beach near Cape Bojador. After the landing, crew was attacked by Maures tribesmen and killed while the aircraft was set on fire and destroyed.",1926
92,1926-12-16,"Medford, Oregon",Pacific Air Transport,Unknown,Ryan M-1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,The postal plane crashed into a mountain slope in foggy conditions.,1926
93,1927-12-01,"Estaires, France",Fokker,Delivery flight,Fokker F-VII,0.0,0.0,2.0,0.0,0.0,2.0,0.0,The flight crew encountered poor weather conditions and made an emergency landing. The aircraft landed in a field badly damaged and written off.,1927
94,1927-03-20,"Rabat, Morocco",Grands Express Aeriens,Casablanca - Oran,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Unknown.,1927
95,1927-03-24,"Tambo, Qld, Australia",Qantas,Charleville - Tambo - Blackall,de Havilland DH-9C,3.0,2.0,1.0,3.0,2.0,1.0,0.0,"While attempting to land, the engine failed, the aircraft stalled and crashed.",1927
97,1927-04-22,"Floh, Germany",Deutsche Lufthansa,Charleville - Tambo - Blackall,Fokker FG III,2.0,1.0,1.0,2.0,1.0,1.0,0.0,Crashed following engine failure.,1927
98,1927-04-22,"Goshen, Indiana",US Aerial Mail Service,Unknown,Douglas M-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed into a field during a snow storm.,1927
99,1927-02-05,"Algiers, Algeria",Air Union,Unknown,SPCA Meteore 63,3.0,0.0,3.0,1.0,0.0,1.0,0.0,The three engine seaplane stalled and crashed into the sea shortly after taking off.,1927
100,1927-07-27,"Amoneburg, Germany",Deutsche Lufthansa,Kassel - Frankfurt,Junkers F-13,5.0,3.0,2.0,5.0,3.0,2.0,0.0,Crashed after experiencing engine failure and attempting to make a forced landing.,1927
101,1927-08-22,"Sevenoaks, England",KLM Royal Dutch Airlines,Croydon - Schiphol,Fokker F-VIII,11.0,9.0,2.0,1.0,0.0,1.0,0.0,"A broken wire led to the partial loss of the the rudder and a crash landing which resulted in the aircraft striking a tree, killing the flight engineer.",1927
102,1927-03-09,"Willington, Connecticut",Colonial Air Transport,Unknown,Fokker Universal,1.0,0.0,1.0,1.0,0.0,1.0,0.0,The postal plane crashed for unknown reasons.,1927
103,1927-09-17,"Hadley, New Jersey",Reynolds Airways,Sightseeing,Fokker F-VII,12.0,11.0,1.0,7.0,6.0,1.0,0.0,The sightseeing plane took off and rose to 400 ft. when the engine failed.  The plane stalled and plunged to the ground in an apple orchard. Engine failure. The pilot was not familiar with the type of aircraft.,1927
104,1927-09-17,Atlantic Ocean,Private,Old Orchad Beach - Rome,Fokker F7,3.0,1.0,2.0,3.0,1.0,2.0,0.0,"While flying 1,000 km east of the Canadian coast, the crew sent a mayday message and the aircraft crashed into the ocean two minutes later. The plane was owned by William Randolph Hearst who financed this nonstop transatlantic flight.",1927
105,1927-09-23,"Schleiz, Germany",Deutsche Lufthansa,Berlin - Munich,Dornier Merkur,6.0,4.0,2.0,6.0,4.0,2.0,0.0,From an altitude of 500 ft. the plane went out of control and crashed  due to a broken wing strut.,1927
106,1927-06-10,"Thies, Mauritania",Lignes Aeriennes Latecoere,Saint Louis - Dakar,Breguet 14,2.0,0.0,2.0,2.0,0.0,2.0,0.0,The plane crashed while attempting to land at Dakar.,1927
107,1927-10-30,"New Brunswick, New Jersey",Colonial Air Transport,Unknown,Fairchild FC-2,4.0,3.0,1.0,4.0,3.0,1.0,0.0,Went into a tailspin and crashed into a corn field about 10 km from the airport.,1927
108,1927-08-11,"Strasburg, France",CIDNA,Strasbourg - Paris,Farman F-121 Jabiru,1.0,0.0,1.0,1.0,0.0,1.0,0.0,The mail plane crashed shortly after taking off.,1927
109,1927-11-16,Over the Gulf of Finland,Aero O-Y,Tallinn - Helsinki,Junkers F-13,6.0,4.0,2.0,6.0,4.0,2.0,0.0,Crashed in the gulf of Finland and never found.,1927
110,1927-11-29,"Corunna, Indiana",National Air Transport,Unknown,Douglas M-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,The postal plane crashed at night in poor weather.,1927
111,1927-12-28,"Almeria, Spain",Aeropostale,Dakar - Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A fire erupted aboard the mail plane while en route and crashed.,1927
112,1927-12-31,"Near Marseille,France",Latecoere Airlines,Test flight,Latécoère 23 (flying boat),5.0,0.0,5.0,5.0,0.0,5.0,0.0,"Suffered structural failure at an altitude of 1,000 ft.",1927
113,1928-08-01,"Near Canajoharie, New York",Colonial Western Airlines,Minola - Albany - Buffalo,Fairchild FC-2,3.0,1.0,2.0,3.0,1.0,2.0,0.0,Became lost in dense fog and flew into trees in the Mohawk Valley while proceeding to Buffalo..,1928
114,1928-01-16,"Solis, Uruguay",Aeropostale,Buenos Aires - Montevideo,Latecoere 25,2.0,0.0,2.0,2.0,0.0,2.0,0.0,The wing on the mail plane detached from the aircraft and crashed into the sea.,1928
115,1928-01-22,"L'Hospitalet, Ariège",Aeropostale,Toulouse - Perpignan - Alicante - Casablanca - Dakar,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed after experiencing mechanical difficulties.,1928
116,1928-01-22,"Tarragona, Spain",Aeropostale,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,2.0,0.0,2.0,2.0,0.0,2.0,0.0,Crashed in unknown circumstances.,1928
117,1928-01-27,"Almeria, Spain",Aeropostale,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,After experiencing turbulence the pilot's seat belt broke and ejecting the pilot.,1928
118,1928-02-26,"Marquette, Nebraska",Boeing Air Transport,Unknown,Boeing 40,2.0,1.0,1.0,1.0,1.0,0.0,0.0,The air mail plane crashed into a grove of cottonwood trees and burned. Businessman F.H. Craig was killed and pilot Frank Yegar injured. The pilot descended in altitude due to air pockets.The plane then ran into an air pocket that brought the plane down into the grove of trees.,1928
119,1928-11-03,"Off Cape Griz Nez, France",Air Union,Paris - Croydon,Farman F-60 Goliath,2.0,0.0,2.0,2.0,0.0,2.0,0.0,Crashed into the sea while delivering mail in poor weather.,1928
120,1928-04-17,"Federal, Wyoming",Boeing Air Transport,Unknown,Boeing 40,2.0,1.0,1.0,1.0,1.0,0.0,0.0,Spatial disorientation after entering a snowstorm.,1928
121,1928-04-19,"Minuesa, Spain",Iberia Airlines,Barcelona - Madrid,Rohrbach Roland,9.0,7.0,2.0,9.0,7.0,2.0,0.0,Crashed into a field after getting lost in fog.,1928
123,1928-12-05,"Dearborn, Minnesota",Ford Air Freight Inc.,Dearborn - Buffalo,Ford 4,2.0,0.0,2.0,2.0,0.0,2.0,0.0,The cargo plane crashed on it’s inaugural flight. The pilot tried to become airborne without sufficient speed.,1928
